selling_price,km_driven,mileage,engine,max_power
530000,40000,23.4,1248,74
1900000,5000,17.8,1493,113.4
844999,70000,28.09,1248,88.5
650000,99000,21.66,1498,103.52
750000,15000,22,1197,81.8
6000000,28156,17.09,2993,261.4
610000,30000,18.7,1199,88.7
150000,70000,18.6,1199,79.4
475000,40000,19.1,1197,85.8
375000,136500,12.7,2609,120
425000,70000,25.32,1198,77
800000,90000,25.1,1498,98.6
40000,32000,16.1,796,37
509999,8000,20.51,998,67
387000,170000,23.59,1364,67.04
235000,25000,22.74,796,47.3
95000,120000,12.2,1948,68
340000,110000,17.8,1248,75
1000000,100000,16,2179,140
160000,115000,13.8,1399,68
365000,120000,12.7,2609,120
300000,265000,20.86,1199,75
260000,90000,17.8,1248,75
860000,40000,18.2,1199,88.7
114999,55000,13.9,1599,103.2
100000,90000,19.7,796,46.3
565000,111000,20.34,1498,103.2
450000,120000,11.68,2498,112
625000,15000,21.4,1197,83.1
280000,30000,22.74,796,47.3
330000,50000,23.95,998,67.05
1300000,40000,19.67,1582,126.2
65000,50000,15.3,1396,70
480000,45000,23.84,1199,84
400000,35000,27.28,1047,69
500000,80000,13.93,2179,138
320000,120000,11.68,2498,112
750000,90000,15.1,2179,140
620000,100000,16.5,1493,70
300000,120000,19.3,1248,73.9
1405000,15000,15.8,1591,121.3
282000,15000,24.7,796,47.3
700000,15000,21.21,1197,81.8
700000,70000,25.83,1498,99
600000,135000,22.77,1498,98.59
290000,80000,20.5,1598,103.5
430000,80000,18.1,1991,147.9
575000,19000,18.6,1197,81.83
875000,42000,15.29,1591,121.3
180000,77000,18.9,998,67.1
229999,120000,23.2,1248,73.94
800000,10000,19.56,1197,81.8
60000,110000,16.5,995,63
150000,110000,15,1586,104.68
100000,90000,23.57,1396,70
900000,90000,15.29,1591,121.3
850000,50000,22.54,1396,88.73
220000,50000,25.44,936,56.3
250000,40000,22.74,796,47.3
125000,120000,22.3,1248,74
1200000,27000,15.8,1591,121.3
250000,100000,23.57,1396,70
440000,70000,22.54,1396,88.73
400000,40000,23.84,1199,84
50000,62000,16.1,796,37
1000000,10000,17,1591,121.3
600000,160000,25.1,1498,98.6
250000,60000,17,1197,80
310000,110000,13.6,2523,63
120000,60000,18.9,998,67.1
390000,78000,11.68,2498,112
458000,30000,20.3,1086,68
950000,20000,23,1498,98.96
650000,21000,22,1197,81.8
400000,70000,22.9,1248,74
400000,70000,18.9,1197,82
100000,42500,19.7,796,46.3
350000,25000,20.36,1197,78.9
450000,80000,13.7,2197,138.1
350000,90000,12.7,2609,116.6
250000,80000,22.07,1199,73.9
450000,146000,15.96,2523,62.1
157000,47200,16.1,796,37
1500000,60000,15.1,2179,152.87
1500000,60000,15.1,2179,152.87
75000,100000,15.3,1193,65.3
280000,100000,14.8,2499,80
600000,35000,18.6,1197,81.83
250999,120000,15.3,2956,83.8
350000,80000,12.5,1794,132
300000,34000,23.01,999,67
819999,50000,19.87,1461,83.8
409999,100000,19.61,1405,70
275000,52000,13.9,1599,103.2
497000,110000,20.77,1248,88.76
500000,70000,18.6,1197,81.83
170000,120000,14,2523,83
515000,68609,22.7,1498,89.84
925000,33360,22.77,1498,98.59
1460000,5000,17.3,1497,121
2700000,10000,13.8,2999,174.57
830000,35000,21.5,1497,108.5
975000,30000,23,1498,98.96
620000,15000,20.4,1194,94.93
860000,14317,14.23,1498,104.55
430000,5000,20.63,1198,67
1227000,5000,18,1497,117.6
860000,28000,17.8,1497,117.3
950000,40000,23,1498,98.96
225000,87237,20,1399,68.05
500000,99500,11.5,1991,147.9
500000,62960,25.83,1498,99
1700000,16500,13.96,1451,141
545000,110000,20.77,1248,88.76
400000,72000,22.9,1248,74
650000,50000,28.4,1248,74.02
114999,55000,13.9,1599,103.2
562000,60000,27.39,1248,74
96000,120000,14.07,2956,83.1
2711000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
2711000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
155000,100000,14.8,1998,68
2711000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
590000,80000,25.01,1498,89.75
350000,120000,24.4,1120,71
484999,30000,20.89,1197,81.8
240000,110000,19.1,1405,70
500000,219000,12.8,2494,102
300000,80000,24.7,796,47.3
750000,80000,28.09,1248,88.5
574000,35000,20.85,1197,83.14
200000,167000,22.3,1248,88.8
1100000,94000,19.67,1582,126.2
350000,80000,17.92,1086,62.1
70000,100000,16.1,796,37
120000,90000,13.8,1299,70
700000,246000,12.99,2494,100
500000,10000,21.4,1197,83.1
370000,90000,19.09,1405,69.01
600000,5200,20.3,1199,83.81
100000,120000,17.3,993,60
409999,90000,22.9,1248,74
750000,50000,18,1497,117.3
600000,5000,18.9,1197,81.86
550000,10500,18.15,1198,82
950000,26000,19.6,1461,108.45
645000,139000,11.79,2179,120
750000,60000,15.1,2179,140
650000,40000,11.7,1796,178
800000,25000,15.85,1499,110.4
350000,60000,14.53,1798,138
700000,25000,15.85,1499,110.4
335000,15000,17.5,1298,85.8
270000,110000,19.3,1248,73.9
320000,100000,19.3,1248,73.9
120000,120000,17.8,1086,63
730000,55000,12.3,1781,163.2
125000,120000,15,1586,104.68
150000,35000,18.2,1061,64
310000,13000,24.7,796,47.3
625000,50000,26.59,1248,74
267000,40000,20.36,1197,78.9
600000,25000,17.19,1197,81.86
180000,110000,15.37,1196,73
700000,5000,23.87,1197,88.5
121000,50000,16.1,796,37
350000,80000,18.9,1197,82
869999,225000,12.99,2494,100
2711000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
80000,100000,17.3,1061,64
120000,93331,19.81,1086,68.05
370000,120000,13.5,2179,115
750000,70000,19.01,1461,108.5
484999,100000,15.96,2523,63
120000,90000,13.1,1493,82
860000,28000,17.8,1497,117.3
650000,50000,28.4,1248,74.02
650000,90000,20.77,1248,88.8
710000,40000,24.8,1396,88.7
430000,113000,25.83,1498,99
305000,188000,17.8,1248,75
220000,100000,20,1399,68
150000,225000,14,1948,90
660000,67000,18.49,1493,100
140000,70000,25.44,936,57.6
1100000,50000,14.28,1798,138.03
2450000,60000,16.36,2179,187.7
625000,34000,22,1498,108.495
198000,110000,12.8,1493,100
130000,140000,18.9,998,67.1
540000,100000,16.8,1497,116.3
550000,10000,18.9,1197,81.86
475000,30000,21.63,998,67.04
3100000,90000,15.04,2755,174.5
217000,120000,21.1,1248,73.9
750000,6500,21.21,1197,81.8
350000,80000,11.96,1298,80
400000,100000,12.05,2179,120
570000,120000,23.59,1364,67.05
180000,120000,21.1,814,55.2
68000,110000,13.1,1598,77
280000,150000,18.7,1896,66
90000,120000,16.1,1405,70
2600000,100000,15.26,2143,203.2
700000,63000,15.3,2956,83.83
1850000,40000,17.9,2143,136
685000,109000,22.7,1498,89.84
565000,114000,25.2,1248,73.94
1600000,33000,14.7,1798,177.5
395000,160000,24,1120,70
425000,101000,21.9,1396,88.76
1350000,5400,22.27,1498,108.6
1950000,45000,16.38,1995,183
535000,31000,24.04,999,67
500000,31000,23.01,999,67
434999,55000,20.52,1197,81.8
250000,55000,21.9,624,37.48
700000,117000,22.32,1582,126.32
1100000,102000,19.62,1995,187.74
900000,108000,17.42,1968,175
425000,75000,20.52,1197,81.8
1600000,74000,10,2148,170
325000,158000,24.4,1499,98.96
2700000,10000,13.8,2999,174.57
950000,40000,23,1498,98.96
1140000,10000,21.5,1497,108.5
980000,53000,17.6,2179,147.94
1920000,20000,16.3,1956,170
808000,5000,18.24,999,108.6
550000,30000,19.1,1197,85.8
215000,64000,19.7,796,46.3
512000,10500,18.16,1196,86.8
215000,50000,19.7,796,46.3
500000,60000,20.5,1598,103.5
700000,35000,21.14,1498,103.52
525000,135000,13.93,2179,138.03
550000,70000,12.05,2179,120
750000,80000,24.3,1248,88.5
395000,25000,21.63,998,67
675000,5000,18.6,1197,81.83
140000,80000,17.92,1086,62.1
430000,120000,12.05,2179,120
2711000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
300000,10000,20.51,998,67.04
355000,68000,22.1,1248,76.9
180000,35000,22.74,796,47.3
280000,70000,25,1396,69
250000,70000,19,1248,90
125000,50000,15.3,1193,65.3
810000,29700,25.1,1248,88.5
671000,20000,18.6,1368,98.63
295000,20000,24.7,796,47.3
850000,40000,24.52,1248,88.5
409999,90000,22.9,1248,74
600000,90000,16.02,1373,93.7
600000,80000,15.96,2523,62.1
220000,60000,18.9,998,67.1
550000,56000,23.4,1248,74
650000,50000,14,2523,75
655000,50000,14,2523,75
130000,74000,13.7,1948,68
400000,123000,19.01,1461,108.45
155000,54000,19.7,796,46.3
250000,50000,15.64,1193,64.1
400000,80000,18.9,1197,82
500000,10000,19.02,1198,67.05
565000,10000,20.3,1086,68
900000,40000,23,1498,98.96
650000,120000,16.5,1493,70
600000,45000,15.96,2523,62.1
800000,35000,28.4,1248,74.02
575000,60000,22.54,1396,88.73
550000,40000,17.01,1499,110.4
190000,80000,15.5,1586,103.3
750000,37000,23,1498,98.96
625000,22000,21.4,1197,83.1
799000,60000,22.54,1396,88.73
300000,57000,20.51,998,67.04
850000,27000,20.73,1373,91.1
130000,70000,18,995,62
229999,40000,20.92,998,67.1
400000,60000,23.1,998,67.04
900000,35000,16.55,2498,105
800000,70000,15.4,1997,120
250999,43000,21.1,814,55.2
250000,110000,15,1368,90
100000,100000,15.7,1172,67
450000,64000,20.4,1197,81.8
575000,96000,19.87,1461,83.8
400000,96000,20.46,1461,83.8
480000,7600,21.63,998,67
490000,7000,21.63,998,67
150000,120000,17,1405,70
600000,50000,22.95,1248,74
500000,50000,24.4,1120,71
425000,80000,23,1248,88.7
108000,200000,13.1,1493,82
1030000,190000,12.99,2494,100.6
360000,34000,20.51,998,67.04
290000,80000,16.47,1198,73.9
400000,72000,22.9,1248,74
70000,20000,15.9,1527,57
320000,70000,15.3,2956,83.8
975000,30000,23,1498,98.96
1227000,5000,18,1497,117.6
755000,29340,22.32,1582,126.32
215000,120000,20,1399,68
735000,200000,12.8,2494,102
190000,70000,19.81,1086,68.05
1365000,80800,12.99,2494,100.6
675000,24265,18.7,1199,88.7
438999,81000,23.4,1248,74
550000,240000,19.98,1461,108.5
409999,35000,19.1,1197,85.8
350000,15000,25.17,799,53.3
135000,49000,25.44,936,57.6
1490000,56900,13.68,2393,147.8
520000,70000,25.2,1248,74
315000,180000,19.3,1248,73.9
235000,50000,19,998,66.1
80500,50000,13.2,1495,94
375000,88200,23.2,1248,73.94
189000,93000,16.1,1197,85
550000,120000,25.8,1498,98.6
260000,110000,17.8,1399,68
650000,50000,26.59,1248,74
480000,80000,23.4,1248,74
700000,40000,22.54,1396,88.73
650000,110000,20.77,1248,88.76
1300000,48000,19.67,1582,126.2
1350000,97000,16.96,1968,138.03
1000000,60000,22.15,1498,108.6
1700000,110000,0,2987,165
1080000,12800,17.8,1496,105.5
170000,40000,21.1,814,55.2
610000,49000,28.4,1248,74
350000,25000,18.5,1197,85.8
260000,65000,22.74,796,47.3
700000,20000,20.4,1248,91.7
678000,17000,18.78,999,75
800000,15000,23.65,1248,88.5
400000,120000,23.59,1364,67.04
300000,49000,18.5,1197,80
520000,29000,18.6,1197,81.83
850000,55000,19.61,1461,108.5
300000,40000,23.95,998,67.05
350000,120000,17,1497,118
892000,10000,24.3,1248,88.5
285000,70000,20.3,1248,92
300000,60000,19.2,1086,68.05
620000,90000,28.09,1248,88.5
750000,90000,24.3,1248,88.5
270000,35000,22.74,796,47.3
560000,90000,20.77,1248,88.8
300000,40000,17.92,1086,62.1
300000,40000,17.92,1086,62.1
570000,20000,18.9,1197,81.86
220000,80000,23.03,1396,69
260000,99000,15.5,1586,103.3
600000,7500,21.21,1197,81.8
80000,60000,23.9,624,37.48
300000,40800,21.1,814,55.2
300000,70000,17.57,1193,88.7
400000,100000,18.15,1198,82
550000,8588,22,1197,81.8
1200000,40000,25.6,1498,97.9
500000,60000,25.83,1498,99
93000,80000,15.9,1298,85
500000,110000,26,1498,98.6
670000,150000,23.59,1364,67.05
750000,120000,12.8,2494,102
370000,30000,23.95,998,67.05
100000,70000,16.1,796,37
425000,50000,19.81,1086,68.05
370000,305000,12.8,2494,102
229999,212000,11.57,2179,138.1
850000,35000,24.52,1248,88.5
750000,22000,21.03,1461,65
235000,50000,10.71,1948,90
700000,70000,25.5,1498,98.6
480000,56000,24,1120,70
475000,50000,22.95,1248,74
610000,120000,21.14,1498,103.52
650000,120000,12.8,2494,102
800000,70000,25.5,1498,98.6
520000,120000,11.57,2179,138.1
160000,90000,25,1396,69
1000000,70000,25.1,1248,88.5
700000,120000,20.77,1248,88.76
590000,70000,25.8,1498,98.6
140000,80000,18.9,998,67.1
725000,100000,18.49,1493,100
1680000,157000,13.68,2393,147.8
550000,50000,26.59,1248,74
240000,90000,23.2,1248,73.94
667000,65000,14.6,2231,184
670000,50000,27.3,1498,98.6
550000,110000,26.59,1248,74
400000,30000,23.1,998,67.04
545000,80000,22.32,1582,126.32
599000,70000,16.02,1373,93.7
725000,100000,21.38,1396,88.7
525000,120000,17.4,1497,117.3
204999,85000,21.1,1248,73.9
190000,110000,21,1199,75
310000,60000,24,1120,70
380000,90000,24,1120,70
204000,110000,20.92,998,67.1
350000,25000,20.3,998,68.05
350000,100000,20.54,1598,103.6
175000,120000,20,1399,68
340000,90000,20.54,1598,103.6
950000,35000,17.4,1497,117.6
894999,35000,17.8,1497,117.3
350000,101200,15.3,2956,83.83
100000,90000,12.8,1396,85
550000,76000,26.59,1248,74
100000,60000,16.1,1405,70
800000,90000,16,2179,140
525000,80000,15.96,2523,62.1
500000,179150,11.57,2179,138.1
42000,62000,16.1,796,37
190000,160000,17.5,1197,85.8
694000,35000,28.4,1248,74.02
861999,120000,16,2179,140
650000,50000,25.8,1498,98.6
310000,70000,19.3,1248,73.9
360000,97000,22.9,1248,74
240000,90000,19.3,1248,73.9
500000,84487,15.1,2179,140
475000,100000,12.8,2494,102
100000,60000,19.7,796,46.3
200000,110000,15,1586,104.68
430000,264000,12.8,2494,102
245000,146000,14,2498,112
450000,70000,23.4,1248,74
800000,51146,24.3,1248,88.5
215000,40000,21.1,1197,85.8
760000,50000,24.3,1248,88.5
416000,80000,20.14,1498,88.8
195000,120000,18.9,998,67.1
325000,23000,24.7,796,47.3
145000,70000,20.92,998,67.1
675000,23000,28.4,1248,74
340000,30000,20.51,998,67.04
340000,50000,19,1248,90
260000,40000,16.8,796,34.2
300000,50000,22.74,796,47.3
75000,60000,16.1,796,37
350000,80000,19.4,1405,70
1000000,15000,19.01,1462,103.2
170000,150000,21.12,1248,88.8
600000,40000,19,1197,85.8
800000,25000,16.8,1497,118
850000,120000,17,2650,80.84
980000,120000,15.1,2179,140
850000,298000,13.1,2499,141
340000,270000,14.07,2956,68.4
900000,50000,24.3,1248,88.5
310000,120000,19.3,1248,73.9
600000,60000,20.77,1248,88.8
270000,149000,19.3,1248,73.9
509999,5000,20.3,1086,68
225000,70000,19.4,1405,70
280000,55000,20.36,1197,78.9
490000,100000,27.28,1047,69
440000,120000,15.96,2523,62.1
500000,291977,14,2179,138.1
476999,85000,11.1,2354,158.8
590000,70000,17.19,1197,81.86
500000,120000,13.1,2499,141
600000,40000,22.77,1498,98.59
750000,70000,15.4,1997,120
2950000,39000,19.59,1995,187.74
5200000,10000,18.12,1995,190
695000,36800,20.14,1498,88
690000,52200,26.59,1248,74
409999,78000,24,1186,73.97
1650000,16000,17,1956,167.67
2375000,30000,15.73,1968,174.33
525000,29000,24,1186,73.97
2150000,25000,16.3,1956,170.63
540000,60000,15.1,2179,140
2750000,60000,12.55,2982,168.5
1000000,112000,15.4,1997,120
2900000,15000,18.25,1968,187.74
725000,40000,18.49,1493,100
975000,36000,28.09,1248,88.5
355000,60000,21.79,998,67.05
400000,120000,11.1,2354,158.8
265000,48000,24.7,796,47.3
650000,40000,20.14,1498,88
720000,60000,28.09,1248,88.5
850000,25000,17.01,1591,121.3
290000,42000,23.95,998,67.05
1200000,35000,10.93,2497,204
600000,90000,18.49,1493,100
300000,90000,21.1,1248,73.9
225000,110000,23.08,1461,63.12
240000,70000,19.3,1248,73.9
700000,80000,22.32,1582,126.32
470000,70000,25.2,1248,74
800000,80000,21.19,1396,88.73
450000,90000,19.01,1461,108.45
90000,90000,17.2,1396,53.5
450000,120000,21.43,1364,87.2
1465000,62000,11.36,2755,171.5
925000,79000,19.67,1582,126.2
1385000,60000,13.68,2393,147.8
2000000,20000,12.55,2982,168.5
80000,248200,16.1,1405,70
300000,110000,10.5,2179,120
360000,100000,19.3,1248,73.9
320000,70000,16.2,1493,110
99000,100000,12.8,1995,52
780000,50000,24.52,1248,88.5
620000,139000,20.77,1248,88.76
100000,120000,13.1,1781,149.5
210000,35000,16.7,1172,64.1
375000,80000,15.96,2523,62.1
786000,7720,20,999,71
1000000,50000,15.1,2179,140
120000,60000,20.8,1527,58
750000,100000,20.8,1461,64.1
550000,57882,18.6,1197,81.83
875000,142000,14.1,2179,147.94
890000,140000,14.1,2179,147.94
700000,35000,16.02,1373,93.7
550000,30000,15.96,2523,62.1
400000,10000,19.83,1198,67
290000,30000,23.1,998,67.04
150000,90000,19.09,1396,69
300000,35000,15.37,1196,73
221000,35008,21.79,998,67.05
270000,31100,22.7,799,53.64
455000,42312,24.4,1120,71
300000,72000,17.6,1496,88.7
480000,54891,23.59,1364,67.04
1000000,30000,22,1582,126.2
2600000,44000,22.69,1995,190
1850000,18890,11.36,2755,171.5
500000,5000,20.3,1086,68
800000,117000,11.18,2696,184
1000000,75010,13.73,1995,148
250000,50000,21.02,1248,88.8
245000,100000,23.08,1461,63.1
625000,4337,18.9,1197,82
560000,14495,18.78,999,75
680000,8576,18.7,1199,88.7
700000,30000,28.4,1248,74.02
220000,80000,23.03,1396,69
450000,70000,19.09,1405,69.01
525000,19723,20.3,1199,84
650000,242000,12.8,2494,102
5500000,22000,17.09,2993,261.4
875000,30000,28.4,1248,74.02
785000,9000,18.6,1197,81.83
819999,30000,17.5,1199,88.7
2950000,60000,21.76,1995,188
1925000,27000,13.68,2393,147.51
885000,39000,25.5,1498,98.6
680000,64000,16.05,1499,110.4
960000,42000,23,1498,98.96
385000,45000,18.5,1198,86.8
1650000,15000,17,1956,167.67
890000,55000,18.49,1493,100
1275000,64000,11.4,2953,153.86
6000000,27000,17.09,2993,261.4
1025000,15000,20.28,1462,103.25
675000,69000,17.2,1197,103.6
700000,80000,22,1197,81.8
780000,60000,22.77,1498,98.59
1050000,70000,22.32,1582,126.32
2700000,105000,13.22,2967,241.4
400000,100000,22.95,1248,74
400000,100000,15.96,2523,62.1
85000,90000,19.7,796,46.3
1300000,35000,17.6,2179,153.86
819999,11500,18.49,1493,100
620000,40000,18.49,1493,100
260000,50000,23.01,999,67
805000,49900,16.3,1797,147.5
484999,55380,18.9,1197,82
2711000,9000,13.6,1999,177
811000,11000,17,1198,108.5
575000,50000,19,1199,88.7
1675000,80000,17.1,1956,170
645000,11000,14.3,1598,103.5
2500000,13500,14.74,2993,270.9
2550000,18000,15.04,1991,183
2700000,16000,14.74,1991,181.04
650000,18816,17,1198,73.75
1748999,33019,13.68,2393,147.8
925000,18000,15.6,1497,116.3
894999,9654,19.56,1197,81.8
175000,11000,23.95,998,67.05
340000,24300,21.21,1197,81.8
1525000,42163,11.36,2755,171.5
810000,47747,28.09,1248,88.5
1025000,8000,21.5,1497,108.5
2150000,30000,22.69,1995,190
910000,70000,12.99,2494,100
300000,60000,17.88,1405,48.21
120000,80000,17.3,993,60
490000,45900,18.6,1197,81.83
425000,70000,25.8,1498,98.6
155000,40000,19.7,796,46.3
490000,90000,12.05,2179,120
132000,105000,19.7,796,46.3
750000,30000,22.54,1396,88.76
225000,20000,18.9,998,67.1
240000,80000,20.36,1197,78.9
33351,90000,18.9,998,67.1
80000,80000,18,995,62
40000,120000,16.1,796,37
1100000,50000,21.9,1498,98.6
2711000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
380000,80000,24.4,1120,71
300000,120000,11.57,2179,138.1
240000,50000,22.74,796,47.3
325000,70000,22.9,1248,74
400000,130000,25.32,1198,77
800000,50000,21.04,1461,83.8
950000,80000,23,1498,98.96
300000,120000,22.9,1248,74
350000,5000,22.05,796,47.3
530000,59000,18.15,1198,82
350000,100000,18.2,1248,73.8
168000,50000,11,2359,165
240000,45000,25.17,799,53.3
220000,80000,19.3,1248,73.9
110000,80000,18.9,1061,67
850000,100000,24.3,1248,88.5
545000,110000,20.77,1248,88.76
2064000,24000,13.68,2393,147.8
950000,25000,25.1,1248,88.5
200000,68697,21.1,814,55.2
660000,30000,25.2,1248,74
420000,40000,25.8,1498,98.6
150000,29000,16.5,1172,65
175000,68000,25.44,936,57.6
750000,15000,18.1,1199,88.7
425000,70000,23.2,1248,73.94
790000,126000,21.43,1364,87.2
830000,300000,12.8,2494,102
650000,94000,24.5,1498,98.6
780000,129000,21.43,1364,87.2
180000,55000,19.81,1086,68.05
869999,40000,23,1498,98.96
275000,50000,21.12,1248,88.8
630000,25000,18.6,1197,81.83
150000,60000,13.4,1794,125
315000,25000,22.74,796,47.3
189000,70000,23.57,1396,70
580000,120000,23.4,1248,74
825000,35000,24.3,1248,88.5
650000,60000,14.1,2179,148
50000,62000,13,1343,90
200000,120000,16.25,1198,73.9
135000,120000,15.42,1405,70
680000,80000,22.54,1396,88.73
670000,80000,22.54,1396,88.73
1000000,60000,16.73,1995,218
240000,80000,20.92,998,67.1
555000,147279,17,2200,139.01
455000,98000,20.5,1598,103.5
750000,25000,28.4,1248,74.02
700000,90000,26.59,1248,74
220000,22000,21.9,624,37.48
160000,120000,25,1396,69
225000,100000,22.1,1248,76.9
140000,120000,19.09,1396,69
600000,70000,23.4,1248,74
1000000,24700,16,2179,140
65000,100000,18,995,62
500000,10000,20.89,1197,81.8
1100000,88754,16,2179,140
1150000,43526,16,2179,140
320000,55885,16.25,1198,75
950000,16034,21.7,1498,98.96
250000,156040,20,1399,68
400000,93415,13.1,2499,141
1100000,122000,18.48,1995,177
600000,20000,27.39,1248,74
509999,46000,22,1197,81.8
395000,50000,15.41,1598,103.2
469000,5000,21.79,998,67.05
250000,42000,24.7,796,47.3
130000,68519,16.2,995,62.1
906000,30000,23,1498,98.96
160000,85000,20,1399,68
300000,88000,17.5,1298,85.8
60000,100000,14,796,37.5
400000,100000,19.1,1197,85.8
450000,22966,23.84,1199,84.48
465000,80000,15.96,2523,62.1
325000,80000,22.9,1248,74
150000,70000,19.7,796,46.3
250000,2350,21.1,814,55.2
175000,50000,19.7,796,46.3
175000,58000,19.7,796,46.3
150000,80000,16.9,1497,100
797000,60000,16.5,1493,70
800000,35000,18.6,1197,81.86
750000,59872,15.96,2523,62.1
400000,140000,13.5,2179,115
160000,110000,19.7,796,46.3
700000,91182,15.96,2523,62.1
160000,60000,19.7,796,46.3
400000,100000,21.27,1396,88.76
451000,120000,23.59,1364,67.06
40000,80000,16.1,796,37
300000,70000,21.12,1248,88.8
421000,59500,23.1,998,67.04
950000,45000,24.3,1248,88.5
395000,75500,23,1396,90
950000,46000,24.3,1248,88.5
270000,60000,22.74,796,47.3
360000,60000,15,1396,100
235000,152500,17.8,1248,75
1850000,60000,13,2143,201.1
1900000,130000,12.55,2982,168.5
550000,23456,18.9,1197,82
1225000,39000,16,2179,140
700000,15000,17.5,1199,88.7
1650000,69123,17.1,1956,170
376000,26000,19.4,1198,86.8
875000,77524,22.7,1498,89.84
459999,40523,18.5,1197,82.85
755000,39000,28.4,1248,74
6223000,7800,15.26,1798,187.74
5923000,11500,15.26,1798,187.74
6523000,23600,15.26,1798,187.74
1050000,220000,11.5,2982,171
1050000,120000,15.1,2179,140
800000,25000,21.4,1197,83.1
600000,31000,25.2,1248,74
530000,42000,21.4,1197,83.1
450000,80000,20.85,1197,83.14
235000,60000,20.92,998,67.1
550000,240000,23.4,1248,74
395000,35000,14.3,1598,103.5
450000,35000,20.3,1199,84
600000,5000,20,999,72
610000,110000,24.3,1248,88.5
690000,20000,18.6,1197,81.83
790000,15000,17,1198,108.5
254999,40000,20.92,998,67.1
500000,41000,18.7,1199,88.7
340000,100000,13.6,2523,63
150000,120000,12.2,1948,68
245000,110000,13.6,2523,63
515000,120000,20.34,1498,103.2
122000,60000,12.8,1995,52
160000,35000,19.81,1086,68.05
110000,120000,19.7,796,46.3
360000,70000,25.2,1248,74
260000,90000,16.2,1493,110
128000,60000,19.7,796,46.3
600000,80000,23.9,1582,126.2
800000,151000,11.5,2982,171
675000,25000,28.4,1248,74.02
1000000,24700,16,2179,140
65000,100000,18,995,62
